id,image_file_name,correct_answer,explanation,difficulty_level
NVR_FA_358,q30_comp_10.png,D,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_359,q30_comp_11.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_360,q30_comp_12.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_361,q30_comp_13.png,D,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_362,q30_comp_14.png,B,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_363,q30_comp_15.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_364,q30_comp_16.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_365,q30_comp_17.png,E,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_366,q30_comp_18.png,C,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_367,q30_comp_19.png,A,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_368,q30_comp_20.png,A,1. The shape rotates 90 degrees. 2. A reflection is added to complete the shape. 3. The shading in the reflection is inverted.,Hard
NVR_FA_369,q31_diagonal_1.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_370,q31_diagonal_2.png,A,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_371,q31_diagonal_3.png,C,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_372,q31_diagonal_4.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_373,q31_diagonal_5.png,C,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_374,q31_diagonal_6.png,D,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_375,q31_diagonal_7.png,A,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_376,q31_diagonal_8.png,D,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_377,q31_diagonal_9.png,D,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_378,q31_diagonal_10.png,D,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_379,q31_diagonal_11.png,C,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_380,q31_diagonal_12.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_381,q31_diagonal_13.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_382,q31_diagonal_14.png,A,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_383,q31_diagonal_15.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_384,q31_diagonal_16.png,D,1. The figure rotates 90 degrees anti-clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_385,q31_diagonal_17.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_386,q31_diagonal_18.png,B,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_387,q31_diagonal_19.png,E,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_388,q31_diagonal_20.png,B,1. The figure rotates 90 degrees clockwise. 2. The shading in opposite corners is inverted.,Medium
NVR_FA_389,q32_fixed_1.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_390,q32_fixed_2.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_391,q32_fixed_3.png,E,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_392,q32_fixed_4.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_393,q32_fixed_5.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_394,q32_fixed_6.png,D,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_395,q32_fixed_7.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_396,q32_fixed_8.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_397,q32_fixed_9.png,E,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_398,q32_fixed_10.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_399,q32_fixed_11.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_400,q32_fixed_12.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_401,q32_fixed_13.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_402,q32_fixed_14.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_403,q32_fixed_15.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_404,q32_fixed_16.png,E,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_405,q32_fixed_17.png,B,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 180 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_406,q32_fixed_18.png,C,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_407,q32_fixed_19.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 270 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_408,q32_fixed_20.png,A,1. The outer shape disappears. 2. The inner detail disappears. 3. The remaining shape rotates 90 deg anti-clockwise (keeping its small size).,Hard
NVR_FA_409,q33_unique_1.png,D,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_410,q33_unique_2.png,E,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_411,q33_unique_3.png,A,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_412,q33_unique_4.png,A,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_413,q33_unique_5.png,E,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_414,q33_unique_6.png,E,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_415,q33_unique_7.png,E,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_416,q33_unique_8.png,B,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_417,q33_unique_9.png,C,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_418,q33_unique_10.png,E,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_419,q33_unique_11.png,C,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_420,q33_unique_12.png,B,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_421,q33_unique_13.png,B,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_422,q33_unique_14.png,E,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_423,q33_unique_15.png,E,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_424,q33_unique_16.png,C,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_425,q33_unique_17.png,D,1. The shape rotates 90 degrees clockwise.,Hard
NVR_FA_426,q33_unique_18.png,E,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_427,q33_unique_19.png,E,1. The shape rotates 180 degrees anti-clockwise.,Hard
NVR_FA_428,q33_unique_20.png,C,1. The shape rotates 90 degrees anti-clockwise.,Hard
NVR_FA_429,q34_reassembly_1.png,A,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_430,q34_reassembly_2.png,D,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_431,q34_reassembly_3.png,E,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_432,q34_reassembly_4.png,B,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_433,q34_reassembly_5.png,E,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_434,q34_reassembly_6.png,A,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_435,q34_reassembly_7.png,C,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_436,q34_reassembly_8.png,A,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_437,q34_reassembly_9.png,C,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_438,q34_reassembly_10.png,D,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_439,q34_reassembly_11.png,C,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_440,q34_reassembly_12.png,D,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_441,q34_reassembly_13.png,C,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_442,q34_reassembly_14.png,C,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_443,q34_reassembly_15.png,D,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_444,q34_reassembly_16.png,D,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_445,q34_reassembly_17.png,B,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_446,q34_reassembly_18.png,B,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_447,q34_reassembly_19.png,E,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_448,q34_reassembly_20.png,A,1. The two separated pieces slide together. 2. They form a complete polygon with the join line visible.,Hard
NVR_FA_449,q35_neat_1.png,B,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside).,Hard
NVR_FA_450,q35_neat_2.png,B,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside).,Hard
NVR_FA_451,q35_neat_3.png,A,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside) and rotates 90 deg.,Hard
NVR_FA_452,q35_neat_4.png,C,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside).,Hard
NVR_FA_453,q35_neat_5.png,B,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside) and rotates 90 deg.,Hard
NVR_FA_454,q35_neat_6.png,C,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside).,Hard
NVR_FA_455,q35_neat_7.png,A,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside) and rotates 45 deg.,Hard
NVR_FA_456,q35_neat_8.png,D,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside) and rotates 90 deg.,Hard
NVR_FA_457,q35_neat_9.png,E,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside) and rotates 45 deg.,Hard
NVR_FA_458,q35_neat_10.png,D,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside).,Hard
NVR_FA_459,q35_neat_11.png,C,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside).,Hard
NVR_FA_460,q35_neat_12.png,E,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside) and rotates 90 deg.,Hard
NVR_FA_461,q35_neat_13.png,C,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside).,Hard
NVR_FA_462,q35_neat_14.png,D,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside).,Hard
NVR_FA_463,q35_neat_15.png,D,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside).,Hard
NVR_FA_464,q35_neat_16.png,D,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside).,Hard
NVR_FA_465,q35_neat_17.png,A,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside) and rotates 90 deg.,Hard
NVR_FA_466,q35_neat_18.png,B,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Dotted becomes Solid inside).,Hard
NVR_FA_467,q35_neat_19.png,D,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside) and rotates 90 deg.,Hard
NVR_FA_468,q35_neat_20.png,E,1. A larger outline (matching original style) appears. 2. The inner shape's line style inverts (Solid becomes Dotted inside).,Hard
NVR_FA_469,q36_centered_1.png,D,1. The main shape rotates 90 degrees. 2. The inner shape becomes dashed.,Hard
NVR_FA_470,q36_centered_2.png,B,1. The main shape rotates 180 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_471,q36_centered_3.png,D,1. The main shape reflects vertically. 2. The main shape becomes dashed.,Hard
NVR_FA_472,q36_centered_4.png,A,1. The main shape rotates 90 degrees. 2. The inner shape becomes solid.,Hard
NVR_FA_473,q36_centered_5.png,D,1. The main shape rotates 180 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_474,q36_centered_6.png,E,1. The main shape rotates 90 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_475,q36_centered_7.png,E,1. The main shape rotates 180 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_476,q36_centered_8.png,A,1. The main shape reflects horizontally. 2. The main shape becomes dashed.,Hard
NVR_FA_477,q36_centered_9.png,A,1. The main shape rotates 90 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_478,q36_centered_10.png,D,1. The main shape rotates 180 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_479,q36_centered_11.png,E,1. The main shape rotates 180 degrees. 2. The inner shape becomes solid.,Hard
NVR_FA_480,q36_centered_12.png,B,1. The main shape reflects vertically. 2. The main shape becomes dashed.,Hard
NVR_FA_481,q36_centered_13.png,D,1. The main shape rotates 180 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_482,q36_centered_14.png,D,1. The main shape reflects vertically. 2. The inner shape becomes dashed.,Hard
NVR_FA_483,q36_centered_15.png,C,1. The main shape rotates 180 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_484,q36_centered_16.png,C,1. The main shape reflects vertically. 2. The main shape becomes dashed.,Hard
NVR_FA_485,q36_centered_17.png,B,1. The main shape reflects horizontally. 2. The inner shape becomes solid.,Hard
NVR_FA_486,q36_centered_18.png,E,1. The main shape rotates 180 degrees. 2. The inner shape becomes dashed.,Hard
NVR_FA_487,q36_centered_19.png,E,1. The main shape rotates 90 degrees. 2. The main shape becomes dashed.,Hard
NVR_FA_488,q36_centered_20.png,A,1. The main shape rotates 180 degrees. 2. The inner shape becomes solid.,Hard
NVR_FA_489,q37_assembly_1.png,A,"1. The parts separate. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_490,q37_assembly_2.png,D,"1. The parts separate. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_491,q37_assembly_3.png,D,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_492,q37_assembly_4.png,E,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_493,q37_assembly_5.png,A,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_494,q37_assembly_6.png,D,"1. The parts separate. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_495,q37_assembly_7.png,D,"1. The parts separate. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_496,q37_assembly_8.png,B,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_497,q37_assembly_9.png,B,"1. The parts separate. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_498,q37_assembly_10.png,C,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_499,q37_assembly_11.png,C,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_500,q37_assembly_12.png,E,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_501,q37_assembly_13.png,C,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_502,q37_assembly_14.png,C,"1. The parts separate. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_503,q37_assembly_15.png,E,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_504,q37_assembly_16.png,D,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_505,q37_assembly_17.png,D,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_506,q37_assembly_18.png,C,"1. The parts separate. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_507,q37_assembly_19.png,A,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_508,q37_assembly_20.png,D,"1. The parts assemble. 2. The shading of each part is inverted (Black becomes White, White becomes Black).",Hard
NVR_FA_509,q39_nested_1.png,C,1. The inner shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_510,q39_nested_2.png,C,1. The inner shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_511,q39_nested_3.png,E,1. The inner shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_512,q39_nested_4.png,B,1. The outer shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_513,q39_nested_5.png,C,1. The outer shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_514,q39_nested_6.png,D,1. The outer shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_515,q39_nested_7.png,C,1. The outer shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_516,q39_nested_8.png,A,1. The outer shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_517,q39_nested_9.png,D,1. The outer shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_518,q39_nested_10.png,E,1. The outer shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_519,q39_nested_11.png,A,1. The inner shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_520,q39_nested_12.png,D,1. The outer shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_521,q39_nested_13.png,D,1. The inner shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_522,q39_nested_14.png,D,1. The inner shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_523,q39_nested_15.png,C,1. The outer shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_524,q39_nested_16.png,B,1. The inner shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_525,q39_nested_17.png,D,1. The inner shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_526,q39_nested_18.png,C,1. The outer shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_527,q39_nested_19.png,D,1. The inner shape rotates 180 degrees. 2. The outer shape becomes solid and inner dashed. 3. A small hollow circle is added at the bottom.,Hard
NVR_FA_528,q39_nested_20.png,E,1. The outer shape rotates 180 degrees. 2. The outer shape becomes dashed and inner solid. 3. A small filled circle is added at the bottom.,Hard
NVR_FA_529,q40_simple_1.png,C,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_530,q40_simple_2.png,A,1. The shapes swap sides. 2. Both shapes undergo a 180 degree Rotation. (Look at the dot position to distinguish).,Hard
NVR_FA_531,q40_simple_3.png,E,1. The shapes swap sides. 2. Both shapes undergo a 180 degree Rotation. (Look at the dot position to distinguish).,Hard
NVR_FA_532,q40_simple_4.png,E,1. The shapes swap sides. 2. Both shapes undergo a 180 degree Rotation. (Look at the dot position to distinguish).,Hard
NVR_FA_533,q40_simple_5.png,C,1. The shapes swap sides. 2. Both shapes undergo a 180 degree Rotation. (Look at the dot position to distinguish).,Hard
NVR_FA_534,q40_simple_6.png,E,1. The shapes swap sides. 2. Both shapes undergo a 180 degree Rotation. (Look at the dot position to distinguish).,Hard
NVR_FA_535,q40_simple_7.png,E,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_536,q40_simple_8.png,D,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_537,q40_simple_9.png,A,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_538,q40_simple_10.png,A,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_539,q40_simple_11.png,E,1. The shapes swap sides. 2. Both shapes undergo a 180 degree Rotation. (Look at the dot position to distinguish).,Hard
NVR_FA_540,q40_simple_12.png,B,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_541,q40_simple_13.png,D,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_542,q40_simple_14.png,B,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_543,q40_simple_15.png,E,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_544,q40_simple_16.png,A,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_545,q40_simple_17.png,A,1. The shapes swap sides. 2. Both shapes undergo a 180 degree Rotation. (Look at the dot position to distinguish).,Hard
NVR_FA_546,q40_simple_18.png,A,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_547,q40_simple_19.png,B,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard
NVR_FA_548,q40_simple_20.png,B,1. The shapes swap sides. 2. Both shapes undergo a Reflection in vertical axis. (Look at the dot position to distinguish).,Hard