id,Question image,correct answer,explanation,difficulty level
NV_Top_1,NV_Top_1.png,B,The layering rule is: White is in Front of Silver. Option B breaks this order.,1
NV_Top_2,NV_Top_2.png,E,The layering rule is: Silver is in Front of White. Option E breaks this order.,1
NV_Top_3,NV_Top_3.png,B,The layering rule is: Silver is in Front of White. Option B breaks this order.,1
NV_Top_4,NV_Top_4.png,D,The layering rule is: White is in Front of Silver. Option D breaks this order.,1
NV_Top_5,NV_Top_5.png,C,The layering rule is: White is in Front of Silver. Option C breaks this order.,1
NV_Top_6,NV_Top_6.png,A,The layering rule is: Silver is in Front of White. Option A breaks this order.,1
NV_Top_7,NV_Top_7.png,C,The layering rule is: White is in Front of Silver. Option C breaks this order.,1
NV_Top_8,NV_Top_8.png,D,The layering rule is: Silver is in Front of White. Option D breaks this order.,1
NV_Top_9,NV_Top_9.png,D,The layering rule is: White is in Front of Silver. Option D breaks this order.,1
NV_Top_10,NV_Top_10.png,A,The layering rule is: Silver is in Front of White. Option A breaks this order.,1
NV_Top_11,NV_Top_11.png,B,The layering rule is: White is in Front of Silver. Option B breaks this order.,1
NV_Top_12,NV_Top_12.png,D,The layering rule is: White is in Front of Silver. Option D breaks this order.,1
NV_Top_13,NV_Top_13.png,E,The layering rule is: White is in Front of Silver. Option E breaks this order.,1
NV_Top_14,NV_Top_14.png,A,The layering rule is: White is in Front of Silver. Option A breaks this order.,1
NV_Top_15,NV_Top_15.png,B,The layering rule is: Silver is in Front of White. Option B breaks this order.,1
NV_Top_16,NV_Top_16.png,E,The layering rule is: White is in Front of Silver. Option E breaks this order.,1
NV_Top_17,NV_Top_17.png,E,The layering rule is: Silver is in Front of White. Option E breaks this order.,1
NV_Top_18,NV_Top_18.png,C,The layering rule is: Silver is in Front of White. Option C breaks this order.,1
NV_Top_19,NV_Top_19.png,D,The layering rule is: Silver is in Front of White. Option D breaks this order.,1
NV_Top_20,NV_Top_20.png,B,The layering rule is: White is in Front of Silver. Option B breaks this order.,1
NV_Top_21,NV_Top_21.png,D,The layering rule is: White is in Front of Silver. Option D breaks this order.,1
NV_Top_22,NV_Top_22.png,B,The layering rule is: White is in Front of Silver. Option B breaks this order.,1
NV_Top_23,NV_Top_23.png,A,The layering rule is: Silver is in Front of White. Option A breaks this order.,1
NV_Top_24,NV_Top_24.png,A,The layering rule is: Silver is in Front of White. Option A breaks this order.,1
NV_Top_25,NV_Top_25.png,A,The layering rule is: White is in Front of Silver. Option A breaks this order.,1
NV_Top_26,NV_Top_26.png,D,The layering rule is: White is in Front of Silver. Option D breaks this order.,3
NV_Top_27,NV_Top_27.png,E,The layering rule is: Order is Silver (Front) > White > Black (Back). Option E breaks this order.,3
NV_Top_28,NV_Top_28.png,D,The layering rule is: White is in Front of Silver. Option D breaks this order.,3
NV_Top_29,NV_Top_29.png,C,The layering rule is: Silver is in Front of White. Option C breaks this order.,3
NV_Top_30,NV_Top_30.png,C,The layering rule is: Silver is in Front of White. Option C breaks this order.,3
NV_Top_31,NV_Top_31.png,D,The layering rule is: Silver is in Front of White. Option D breaks this order.,3
NV_Top_32,NV_Top_32.png,E,The layering rule is: White is in Front of Silver. Option E breaks this order.,3
NV_Top_33,NV_Top_33.png,A,The layering rule is: White is in Front of Silver. Option A breaks this order.,3
NV_Top_34,NV_Top_34.png,A,The layering rule is: Silver is in Front of White. Option A breaks this order.,3
NV_Top_35,NV_Top_35.png,C,The layering rule is: Order is Silver (Front) > Black > White (Back). Option C breaks this order.,3
NV_Top_36,NV_Top_36.png,B,The layering rule is: Order is White (Front) > Silver > Black (Back). Option B breaks this order.,3
NV_Top_37,NV_Top_37.png,A,The layering rule is: Order is White (Front) > Silver > Black (Back). Option A breaks this order.,3
NV_Top_38,NV_Top_38.png,C,The layering rule is: Order is Silver (Front) > White > Black (Back). Option C breaks this order.,3
NV_Top_39,NV_Top_39.png,C,The layering rule is: Silver is in Front of White. Option C breaks this order.,3
NV_Top_40,NV_Top_40.png,B,The layering rule is: White is in Front of Silver. Option B breaks this order.,3
NV_Top_41,NV_Top_41.png,B,The layering rule is: Silver is in Front of White. Option B breaks this order.,3
NV_Top_42,NV_Top_42.png,C,The layering rule is: Order is White (Front) > Black > Silver (Back). Option C breaks this order.,3
NV_Top_43,NV_Top_43.png,E,The layering rule is: Order is Silver (Front) > Black > White (Back). Option E breaks this order.,3
NV_Top_44,NV_Top_44.png,D,The layering rule is: White is in Front of Silver. Option D breaks this order.,3
NV_Top_45,NV_Top_45.png,C,The layering rule is: White is in Front of Silver. Option C breaks this order.,3
NV_Top_46,NV_Top_46.png,D,The layering rule is: Order is Black (Front) > White > Silver (Back). Option D breaks this order.,3
NV_Top_47,NV_Top_47.png,E,The layering rule is: Order is Black (Front) > White > Silver (Back). Option E breaks this order.,3
NV_Top_48,NV_Top_48.png,A,The layering rule is: Order is White (Front) > Black > Silver (Back). Option A breaks this order.,3
NV_Top_49,NV_Top_49.png,E,The layering rule is: White is in Front of Silver. Option E breaks this order.,3
NV_Top_50,NV_Top_50.png,E,The layering rule is: White is in Front of Silver. Option E breaks this order.,3
NV_Top_51,NV_Top_51.png,E,The layering rule is: Order is Silver (Front) > White > Black (Back). Option E breaks this order.,5
NV_Top_52,NV_Top_52.png,B,The layering rule is: Order is Black (Front) > Silver > White (Back). Option B breaks this order.,5
NV_Top_53,NV_Top_53.png,B,The layering rule is: Order is Silver (Front) > Black > White (Back). Option B breaks this order.,5
NV_Top_54,NV_Top_54.png,E,The layering rule is: Order is Silver (Front) > Black > White (Back). Option E breaks this order.,5
NV_Top_55,NV_Top_55.png,B,The layering rule is: Order is Black (Front) > Silver > White (Back). Option B breaks this order.,5
NV_Top_56,NV_Top_56.png,C,The layering rule is: Order is White (Front) > Black > Silver (Back). Option C breaks this order.,5
NV_Top_57,NV_Top_57.png,E,The layering rule is: Order is White (Front) > Silver > Black (Back). Option E breaks this order.,5
NV_Top_58,NV_Top_58.png,C,The layering rule is: Order is White (Front) > Silver > Black (Back). Option C breaks this order.,5
NV_Top_59,NV_Top_59.png,A,The layering rule is: Order is White (Front) > Black > Silver (Back). Option A breaks this order.,5
NV_Top_60,NV_Top_60.png,A,The layering rule is: Order is Silver (Front) > Black > White (Back). Option A breaks this order.,5
NV_Top_61,NV_Top_61.png,B,The layering rule is: Order is Silver (Front) > White > Black (Back). Option B breaks this order.,5
NV_Top_62,NV_Top_62.png,D,The layering rule is: Order is Silver (Front) > White > Black (Back). Option D breaks this order.,5
NV_Top_63,NV_Top_63.png,C,The layering rule is: Order is White (Front) > Silver > Black (Back). Option C breaks this order.,5
NV_Top_64,NV_Top_64.png,E,The layering rule is: Order is Silver (Front) > Black > White (Back). Option E breaks this order.,5
NV_Top_65,NV_Top_65.png,C,The layering rule is: Order is White (Front) > Black > Silver (Back). Option C breaks this order.,5
NV_Top_66,NV_Top_66.png,D,The layering rule is: Order is Silver (Front) > White > Black (Back). Option D breaks this order.,5
NV_Top_67,NV_Top_67.png,C,The layering rule is: Order is Black (Front) > Silver > White (Back). Option C breaks this order.,5
NV_Top_68,NV_Top_68.png,E,The layering rule is: Order is White (Front) > Silver > Black (Back). Option E breaks this order.,5
NV_Top_69,NV_Top_69.png,B,The layering rule is: Order is Silver (Front) > White > Black (Back). Option B breaks this order.,5
NV_Top_70,NV_Top_70.png,C,The layering rule is: Order is Black (Front) > Silver > White (Back). Option C breaks this order.,5
NV_Top_71,NV_Top_71.png,A,The layering rule is: Order is Silver (Front) > White > Black (Back). Option A breaks this order.,5
NV_Top_72,NV_Top_72.png,E,The layering rule is: Order is White (Front) > Silver > Black (Back). Option E breaks this order.,5
NV_Top_73,NV_Top_73.png,A,The layering rule is: Order is Black (Front) > White > Silver (Back). Option A breaks this order.,5
NV_Top_74,NV_Top_74.png,A,The layering rule is: Order is Black (Front) > White > Silver (Back). Option A breaks this order.,5
NV_Top_75,NV_Top_75.png,D,The layering rule is: Order is Silver (Front) > Black > White (Back). Option D breaks this order.,5
NV_Top_76,NV_Top_76.png,B,The layering rule is: Order is White (Front) > Silver > Black (Back). Option B breaks this order.,5
NV_Top_77,NV_Top_77.png,E,The layering rule is: Order is Black (Front) > White > Silver (Back). Option E breaks this order.,5
NV_Top_78,NV_Top_78.png,D,The layering rule is: Order is White (Front) > Silver > Black (Back). Option D breaks this order.,5
NV_Top_79,NV_Top_79.png,A,The layering rule is: Order is Black (Front) > Silver > White (Back). Option A breaks this order.,5
NV_Top_80,NV_Top_80.png,B,The layering rule is: Order is Silver (Front) > White > Black (Back). Option B breaks this order.,5
NV_Top_81,NV_Top_81.png,D,The layering rule is: Order is Black (Front) > Silver > White (Back). Option D breaks this order.,5
NV_Top_82,NV_Top_82.png,D,The layering rule is: Order is White (Front) > Silver > Black (Back). Option D breaks this order.,5
NV_Top_83,NV_Top_83.png,E,The layering rule is: Order is White (Front) > Black > Silver (Back). Option E breaks this order.,5
NV_Top_84,NV_Top_84.png,C,The layering rule is: Order is Black (Front) > White > Silver (Back). Option C breaks this order.,5
NV_Top_85,NV_Top_85.png,B,The layering rule is: Order is White (Front) > Black > Silver (Back). Option B breaks this order.,5
NV_Top_86,NV_Top_86.png,D,The layering rule is: Order is Silver (Front) > Black > White (Back). Option D breaks this order.,5
NV_Top_87,NV_Top_87.png,E,The layering rule is: Order is White (Front) > Black > Silver (Back). Option E breaks this order.,5
NV_Top_88,NV_Top_88.png,E,The layering rule is: Order is Black (Front) > White > Silver (Back). Option E breaks this order.,5
NV_Top_89,NV_Top_89.png,A,The layering rule is: Order is White (Front) > Black > Silver (Back). Option A breaks this order.,5
NV_Top_90,NV_Top_90.png,E,The layering rule is: Order is Silver (Front) > White > Black (Back). Option E breaks this order.,5
NV_Top_91,NV_Top_91.png,D,The layering rule is: Order is Black (Front) > Silver > White (Back). Option D breaks this order.,5
NV_Top_92,NV_Top_92.png,E,The layering rule is: Order is Silver (Front) > White > Black (Back). Option E breaks this order.,5
NV_Top_93,NV_Top_93.png,E,The layering rule is: Order is White (Front) > Silver > Black (Back). Option E breaks this order.,5
NV_Top_94,NV_Top_94.png,D,The layering rule is: Order is White (Front) > Black > Silver (Back). Option D breaks this order.,5
NV_Top_95,NV_Top_95.png,E,The layering rule is: Order is Black (Front) > White > Silver (Back). Option E breaks this order.,5
NV_Top_96,NV_Top_96.png,D,The layering rule is: Order is Silver (Front) > Black > White (Back). Option D breaks this order.,5
NV_Top_97,NV_Top_97.png,C,The layering rule is: Order is White (Front) > Black > Silver (Back). Option C breaks this order.,5
NV_Top_98,NV_Top_98.png,C,The layering rule is: Order is White (Front) > Black > Silver (Back). Option C breaks this order.,5
NV_Top_99,NV_Top_99.png,B,The layering rule is: Order is White (Front) > Silver > Black (Back). Option B breaks this order.,5
NV_Top_100,NV_Top_100.png,C,The layering rule is: Order is Black (Front) > White > Silver (Back). Option C breaks this order.,5
NV_Q_1,NV_Quant_1.png,E,"The rule is: Lines == Black. In option E, these numbers do not match.",1
NV_Q_2,NV_Quant_2.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",1
NV_Q_3,NV_Quant_3.png,A,"The rule is: Lines == White. In option A, these numbers do not match.",1
NV_Q_4,NV_Quant_4.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",1
NV_Q_5,NV_Quant_5.png,A,"The rule is: Lines == White. In option A, these numbers do not match.",1
NV_Q_6,NV_Quant_6.png,E,"The rule is: Sides == Lines. In option E, these numbers do not match.",1
NV_Q_7,NV_Quant_7.png,A,"The rule is: Sides == Lines. In option A, these numbers do not match.",1
NV_Q_8,NV_Quant_8.png,D,"The rule is: Black == White. In option D, these numbers do not match.",1
NV_Q_9,NV_Quant_9.png,A,"The rule is: Sides == Black. In option A, these numbers do not match.",1
NV_Q_10,NV_Quant_10.png,A,"The rule is: Black == White. In option A, these numbers do not match.",1
NV_Q_11,NV_Quant_11.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",1
NV_Q_12,NV_Quant_12.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",1
NV_Q_13,NV_Quant_13.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",1
NV_Q_14,NV_Quant_14.png,C,"The rule is: Lines == White. In option C, these numbers do not match.",1
NV_Q_15,NV_Quant_15.png,D,"The rule is: Sides == White. In option D, these numbers do not match.",1
NV_Q_16,NV_Quant_16.png,A,"The rule is: Black == White. In option A, these numbers do not match.",1
NV_Q_17,NV_Quant_17.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",1
NV_Q_18,NV_Quant_18.png,E,"The rule is: Lines == White. In option E, these numbers do not match.",1
NV_Q_19,NV_Quant_19.png,B,"The rule is: Black == White. In option B, these numbers do not match.",1
NV_Q_20,NV_Quant_20.png,A,"The rule is: Lines == Black. In option A, these numbers do not match.",1
NV_Q_21,NV_Quant_21.png,E,"The rule is: Lines == White. In option E, these numbers do not match.",1
NV_Q_22,NV_Quant_22.png,B,"The rule is: Lines == White. In option B, these numbers do not match.",1
NV_Q_23,NV_Quant_23.png,E,"The rule is: Black == White. In option E, these numbers do not match.",1
NV_Q_24,NV_Quant_24.png,A,"The rule is: Lines == White. In option A, these numbers do not match.",1
NV_Q_25,NV_Quant_25.png,C,"The rule is: Black == White. In option C, these numbers do not match.",1
NV_Q_26,NV_Quant_26.png,E,"The rule is: Lines == White. In option E, these numbers do not match.",3
NV_Q_27,NV_Quant_27.png,E,"The rule is: Black == White. In option E, these numbers do not match.",3
NV_Q_28,NV_Quant_28.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",3
NV_Q_29,NV_Quant_29.png,C,"The rule is: Sides == White. In option C, these numbers do not match.",3
NV_Q_30,NV_Quant_30.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",3
NV_Q_31,NV_Quant_31.png,A,"The rule is: Sides == White. In option A, these numbers do not match.",3
NV_Q_32,NV_Quant_32.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",3
NV_Q_33,NV_Quant_33.png,C,"The rule is: Black == White. In option C, these numbers do not match.",3
NV_Q_34,NV_Quant_34.png,D,"The rule is: Sides == Black. In option D, these numbers do not match.",3
NV_Q_35,NV_Quant_35.png,C,"The rule is: Lines == White. In option C, these numbers do not match.",3
NV_Q_36,NV_Quant_36.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",3
NV_Q_37,NV_Quant_37.png,B,"The rule is: Sides == White. In option B, these numbers do not match.",3
NV_Q_38,NV_Quant_38.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",3
NV_Q_39,NV_Quant_39.png,D,"The rule is: Lines == Black. In option D, these numbers do not match.",3
NV_Q_40,NV_Quant_40.png,E,"The rule is: Black == White. In option E, these numbers do not match.",3
NV_Q_41,NV_Quant_41.png,C,"The rule is: Sides == Lines. In option C, these numbers do not match.",3
NV_Q_42,NV_Quant_42.png,E,"The rule is: Black == White. In option E, these numbers do not match.",3
NV_Q_43,NV_Quant_43.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",3
NV_Q_44,NV_Quant_44.png,B,"The rule is: Black == White. In option B, these numbers do not match.",3
NV_Q_45,NV_Quant_45.png,C,"The rule is: Sides == White. In option C, these numbers do not match.",3
NV_Q_46,NV_Quant_46.png,E,"The rule is: Sides == Lines. In option E, these numbers do not match.",3
NV_Q_47,NV_Quant_47.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",3
NV_Q_48,NV_Quant_48.png,E,"The rule is: Lines == Black. In option E, these numbers do not match.",3
NV_Q_49,NV_Quant_49.png,C,"The rule is: Sides == White. In option C, these numbers do not match.",3
NV_Q_50,NV_Quant_50.png,A,"The rule is: Lines == Black. In option A, these numbers do not match.",3
NV_Q_51,NV_Quant_51.png,D,"The rule is: Black == White. In option D, these numbers do not match.",5
NV_Q_52,NV_Quant_52.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",5
NV_Q_53,NV_Quant_53.png,A,"The rule is: Sides == Black. In option A, these numbers do not match.",5
NV_Q_54,NV_Quant_54.png,A,"The rule is: Black == White. In option A, these numbers do not match.",5
NV_Q_55,NV_Quant_55.png,A,"The rule is: Sides == Black. In option A, these numbers do not match.",5
NV_Q_56,NV_Quant_56.png,C,"The rule is: Sides == Lines. In option C, these numbers do not match.",5
NV_Q_57,NV_Quant_57.png,E,"The rule is: Lines == White. In option E, these numbers do not match.",5
NV_Q_58,NV_Quant_58.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",5
NV_Q_59,NV_Quant_59.png,D,"The rule is: Sides == Black. In option D, these numbers do not match.",5
NV_Q_60,NV_Quant_60.png,D,"The rule is: Black == White. In option D, these numbers do not match.",5
NV_Q_61,NV_Quant_61.png,A,"The rule is: Black == White. In option A, these numbers do not match.",5
NV_Q_62,NV_Quant_62.png,D,"The rule is: Sides == Black. In option D, these numbers do not match.",5
NV_Q_63,NV_Quant_63.png,A,"The rule is: Lines == Black. In option A, these numbers do not match.",5
NV_Q_64,NV_Quant_64.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",5
NV_Q_65,NV_Quant_65.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",5
NV_Q_66,NV_Quant_66.png,E,"The rule is: Sides == White. In option E, these numbers do not match.",5
NV_Q_67,NV_Quant_67.png,C,"The rule is: Lines == White. In option C, these numbers do not match.",5
NV_Q_68,NV_Quant_68.png,A,"The rule is: Sides == Black. In option A, these numbers do not match.",5
NV_Q_69,NV_Quant_69.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",5
NV_Q_70,NV_Quant_70.png,C,"The rule is: Sides == Black. In option C, these numbers do not match.",5
NV_Q_71,NV_Quant_71.png,D,"The rule is: Black == White. In option D, these numbers do not match.",5
NV_Q_72,NV_Quant_72.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",5
NV_Q_73,NV_Quant_73.png,C,"The rule is: Sides == Lines. In option C, these numbers do not match.",5
NV_Q_74,NV_Quant_74.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",5
NV_Q_75,NV_Quant_75.png,A,"The rule is: Sides == Black. In option A, these numbers do not match.",5
NV_Q_76,NV_Quant_76.png,C,"The rule is: Black == White. In option C, these numbers do not match.",5
NV_Q_77,NV_Quant_77.png,E,"The rule is: Lines == Black. In option E, these numbers do not match.",5
