id,Question image,correct answer,explanation,difficulty level
NV_Top_182,NV_Top_182.png,C,The layering rule is: Order is Silver (Front) > Black > White (Back). Option C breaks this order.,5
NV_Top_183,NV_Top_183.png,B,The layering rule is: Order is Silver (Front) > White > Black (Back). Option B breaks this order.,5
NV_Top_184,NV_Top_184.png,C,The layering rule is: Order is Silver (Front) > Black > White (Back). Option C breaks this order.,5
NV_Top_185,NV_Top_185.png,B,The layering rule is: Order is Silver (Front) > White > Black (Back). Option B breaks this order.,5
NV_Top_186,NV_Top_186.png,A,The layering rule is: Order is Silver (Front) > White > Black (Back). Option A breaks this order.,5
NV_Top_187,NV_Top_187.png,B,The layering rule is: Order is White (Front) > Black > Silver (Back). Option B breaks this order.,5
NV_Top_188,NV_Top_188.png,A,The layering rule is: Order is White (Front) > Black > Silver (Back). Option A breaks this order.,5
NV_Top_189,NV_Top_189.png,E,The layering rule is: Order is Black (Front) > Silver > White (Back). Option E breaks this order.,5
NV_Top_190,NV_Top_190.png,D,The layering rule is: Order is White (Front) > Black > Silver (Back). Option D breaks this order.,5
NV_Top_191,NV_Top_191.png,E,The layering rule is: Order is Black (Front) > Silver > White (Back). Option E breaks this order.,5
NV_Top_192,NV_Top_192.png,B,The layering rule is: Order is Black (Front) > Silver > White (Back). Option B breaks this order.,5
NV_Top_193,NV_Top_193.png,D,The layering rule is: Order is Silver (Front) > Black > White (Back). Option D breaks this order.,5
NV_Top_194,NV_Top_194.png,D,The layering rule is: Order is White (Front) > Black > Silver (Back). Option D breaks this order.,5
NV_Top_195,NV_Top_195.png,C,The layering rule is: Order is Black (Front) > White > Silver (Back). Option C breaks this order.,5
NV_Top_196,NV_Top_196.png,A,The layering rule is: Order is Black (Front) > White > Silver (Back). Option A breaks this order.,5
NV_Top_197,NV_Top_197.png,C,The layering rule is: Order is Silver (Front) > White > Black (Back). Option C breaks this order.,5
NV_Top_198,NV_Top_198.png,D,The layering rule is: Order is Silver (Front) > White > Black (Back). Option D breaks this order.,5
NV_Top_199,NV_Top_199.png,D,The layering rule is: Order is White (Front) > Black > Silver (Back). Option D breaks this order.,5
NV_Top_200,NV_Top_200.png,A,The layering rule is: Order is White (Front) > Silver > Black (Back). Option A breaks this order.,5
NV_Q_101,NV_Quant_101.png,C,"The rule is: Sides == Lines. In option C, these numbers do not match.",5
NV_Q_102,NV_Quant_102.png,A,"The rule is: Black == White. In option A, these numbers do not match.",5
NV_Q_103,NV_Quant_103.png,B,"The rule is: Lines == Black. In option B, these numbers do not match.",5
NV_Q_104,NV_Quant_104.png,A,"The rule is: Lines == White. In option A, these numbers do not match.",5
NV_Q_105,NV_Quant_105.png,A,"The rule is: Sides == Lines. In option A, these numbers do not match.",5
NV_Q_106,NV_Quant_106.png,A,"The rule is: Black == White. In option A, these numbers do not match.",5
NV_Q_107,NV_Quant_107.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",5
NV_Q_108,NV_Quant_108.png,E,"The rule is: Sides == Lines. In option E, these numbers do not match.",5
NV_Q_109,NV_Quant_109.png,A,"The rule is: Sides == White. In option A, these numbers do not match.",5
NV_Q_110,NV_Quant_110.png,B,"The rule is: Sides == Lines. In option B, these numbers do not match.",5
NV_Q_111,NV_Quant_111.png,E,"The rule is: Sides == White. In option E, these numbers do not match.",5
NV_Q_112,NV_Quant_112.png,A,"The rule is: Sides == Lines. In option A, these numbers do not match.",5
NV_Q_113,NV_Quant_113.png,B,"The rule is: Sides == White. In option B, these numbers do not match.",5
NV_Q_114,NV_Quant_114.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",5
NV_Q_115,NV_Quant_115.png,D,"The rule is: Black == White. In option D, these numbers do not match.",5
NV_Q_116,NV_Quant_116.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",5
NV_Q_117,NV_Quant_117.png,E,"The rule is: Black == White. In option E, these numbers do not match.",5
NV_Q_118,NV_Quant_118.png,D,"The rule is: Lines == Black. In option D, these numbers do not match.",5
NV_Q_119,NV_Quant_119.png,D,"The rule is: Black == White. In option D, these numbers do not match.",5
NV_Q_120,NV_Quant_120.png,A,"The rule is: Lines == Black. In option A, these numbers do not match.",5
NV_Q_121,NV_Quant_121.png,D,"The rule is: Sides == White. In option D, these numbers do not match.",5
NV_Q_122,NV_Quant_122.png,C,"The rule is: Black == White. In option C, these numbers do not match.",5
NV_Q_123,NV_Quant_123.png,D,"The rule is: Sides == Black. In option D, these numbers do not match.",5
NV_Q_124,NV_Quant_124.png,C,"The rule is: Sides == Lines. In option C, these numbers do not match.",5
NV_Q_125,NV_Quant_125.png,A,"The rule is: Black == White. In option A, these numbers do not match.",5
NV_Q_126,NV_Quant_126.png,A,"The rule is: Sides == Lines. In option A, these numbers do not match.",5
NV_Q_127,NV_Quant_127.png,D,"The rule is: Lines == Black. In option D, these numbers do not match.",5
NV_Q_128,NV_Quant_128.png,D,"The rule is: Lines == Black. In option D, these numbers do not match.",5
NV_Q_129,NV_Quant_129.png,C,"The rule is: Lines == White. In option C, these numbers do not match.",5
NV_Q_130,NV_Quant_130.png,A,"The rule is: Sides == White. In option A, these numbers do not match.",5
NV_Q_131,NV_Quant_131.png,E,"The rule is: Sides == White. In option E, these numbers do not match.",5
NV_Q_132,NV_Quant_132.png,E,"The rule is: Sides == White. In option E, these numbers do not match.",5
NV_Q_133,NV_Quant_133.png,B,"The rule is: Sides == Lines. In option B, these numbers do not match.",5
NV_Q_134,NV_Quant_134.png,E,"The rule is: Black == White. In option E, these numbers do not match.",5
NV_Q_135,NV_Quant_135.png,C,"The rule is: Sides == Black. In option C, these numbers do not match.",5
NV_Q_136,NV_Quant_136.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",5
NV_Q_137,NV_Quant_137.png,D,"The rule is: Lines == Black. In option D, these numbers do not match.",5
NV_Q_138,NV_Quant_138.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",5
NV_Q_139,NV_Quant_139.png,B,"The rule is: Lines == White. In option B, these numbers do not match.",5
NV_Q_140,NV_Quant_140.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",5
NV_Q_141,NV_Quant_141.png,B,"The rule is: Sides == Lines. In option B, these numbers do not match.",5
NV_Q_142,NV_Quant_142.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",5
NV_Q_143,NV_Quant_143.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",5
NV_Q_144,NV_Quant_144.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",5
NV_Q_145,NV_Quant_145.png,D,"The rule is: Lines == Black. In option D, these numbers do not match.",5
NV_Q_146,NV_Quant_146.png,E,"The rule is: Sides == Lines. In option E, these numbers do not match.",5
NV_Q_147,NV_Quant_147.png,E,"The rule is: Sides == White. In option E, these numbers do not match.",5
NV_Q_148,NV_Quant_148.png,C,"The rule is: Sides == White. In option C, these numbers do not match.",5
NV_Q_149,NV_Quant_149.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",5
NV_Q_150,NV_Quant_150.png,C,"The rule is: Sides == Black. In option C, these numbers do not match.",5
NV_Q_151,NV_Quant_151.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",5
NV_Q_152,NV_Quant_152.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",5
NV_Q_153,NV_Quant_153.png,E,"The rule is: Sides == Lines. In option E, these numbers do not match.",5
NV_Q_154,NV_Quant_154.png,B,"The rule is: Lines == White. In option B, these numbers do not match.",5
NV_Q_155,NV_Quant_155.png,B,"The rule is: Lines == White. In option B, these numbers do not match.",5
NV_Q_156,NV_Quant_156.png,C,"The rule is: Lines == White. In option C, these numbers do not match.",5
NV_Q_157,NV_Quant_157.png,C,"The rule is: Black == White. In option C, these numbers do not match.",5
NV_Q_158,NV_Quant_158.png,D,"The rule is: Sides == White. In option D, these numbers do not match.",5
NV_Q_159,NV_Quant_159.png,D,"The rule is: Sides == White. In option D, these numbers do not match.",5
NV_Q_160,NV_Quant_160.png,B,"The rule is: Lines == Black. In option B, these numbers do not match.",5
NV_Q_161,NV_Quant_161.png,A,"The rule is: Black == White. In option A, these numbers do not match.",5
NV_Q_162,NV_Quant_162.png,D,"The rule is: Sides == White. In option D, these numbers do not match.",5
NV_Q_163,NV_Quant_163.png,C,"The rule is: Sides == White. In option C, these numbers do not match.",5
NV_Q_164,NV_Quant_164.png,D,"The rule is: Black == White. In option D, these numbers do not match.",5
NV_Q_165,NV_Quant_165.png,E,"The rule is: Sides == Lines. In option E, these numbers do not match.",5
NV_Q_166,NV_Quant_166.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",5
NV_Q_167,NV_Quant_167.png,E,"The rule is: Black == White. In option E, these numbers do not match.",5
NV_Q_168,NV_Quant_168.png,C,"The rule is: Sides == Lines. In option C, these numbers do not match.",5
NV_Q_169,NV_Quant_169.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",5
NV_Q_170,NV_Quant_170.png,C,"The rule is: Lines == White. In option C, these numbers do not match.",5
NV_Q_171,NV_Quant_171.png,A,"The rule is: Sides == White. In option A, these numbers do not match.",5
NV_Q_172,NV_Quant_172.png,B,"The rule is: Sides == Lines. In option B, these numbers do not match.",5
NV_Q_173,NV_Quant_173.png,D,"The rule is: Black == White. In option D, these numbers do not match.",5
NV_Q_174,NV_Quant_174.png,B,"The rule is: Sides == White. In option B, these numbers do not match.",5
NV_Q_175,NV_Quant_175.png,A,"The rule is: Lines == White. In option A, these numbers do not match.",5
NV_Q_176,NV_Quant_176.png,B,"The rule is: Sides == White. In option B, these numbers do not match.",5
NV_Q_177,NV_Quant_177.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",5
NV_Q_178,NV_Quant_178.png,B,"The rule is: Sides == Black. In option B, these numbers do not match.",5
NV_Q_179,NV_Quant_179.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",5
NV_Q_180,NV_Quant_180.png,C,"The rule is: Lines == Black. In option C, these numbers do not match.",5
NV_Q_181,NV_Quant_181.png,C,"The rule is: Black == White. In option C, these numbers do not match.",5
NV_Q_182,NV_Quant_182.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",5
NV_Q_183,NV_Quant_183.png,B,"The rule is: Black == White. In option B, these numbers do not match.",5
NV_Q_184,NV_Quant_184.png,C,"The rule is: Sides == Black. In option C, these numbers do not match.",5
NV_Q_185,NV_Quant_185.png,D,"The rule is: Lines == White. In option D, these numbers do not match.",5
NV_Q_186,NV_Quant_186.png,B,"The rule is: Sides == Lines. In option B, these numbers do not match.",5
NV_Q_187,NV_Quant_187.png,A,"The rule is: Lines == Black. In option A, these numbers do not match.",5
NV_Q_188,NV_Quant_188.png,E,"The rule is: Sides == White. In option E, these numbers do not match.",5
NV_Q_189,NV_Quant_189.png,D,"The rule is: Sides == Lines. In option D, these numbers do not match.",5
NV_Q_190,NV_Quant_190.png,A,"The rule is: Sides == Lines. In option A, these numbers do not match.",5
NV_Q_191,NV_Quant_191.png,E,"The rule is: Black == White. In option E, these numbers do not match.",5
NV_Q_192,NV_Quant_192.png,E,"The rule is: Sides == Lines. In option E, these numbers do not match.",5
NV_Q_193,NV_Quant_193.png,D,"The rule is: Sides == Black. In option D, these numbers do not match.",5
NV_Q_194,NV_Quant_194.png,A,"The rule is: Sides == White. In option A, these numbers do not match.",5
NV_Q_195,NV_Quant_195.png,A,"The rule is: Lines == White. In option A, these numbers do not match.",5
NV_Q_196,NV_Quant_196.png,B,"The rule is: Black == White. In option B, these numbers do not match.",5
NV_Q_197,NV_Quant_197.png,D,"The rule is: Lines == Black. In option D, these numbers do not match.",5
NV_Q_198,NV_Quant_198.png,A,"The rule is: Sides == Black. In option A, these numbers do not match.",5
NV_Q_199,NV_Quant_199.png,E,"The rule is: Sides == Black. In option E, these numbers do not match.",5
NV_Q_200,NV_Quant_200.png,B,"The rule is: Black == White. In option B, these numbers do not match.",5
NV_S_101,NV_Spat_101.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_102,NV_Spat_102.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_103,NV_Spat_103.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_104,NV_Spat_104.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_105,NV_Spat_105.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_106,NV_Spat_106.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_107,NV_Spat_107.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_108,NV_Spat_108.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_109,NV_Spat_109.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_110,NV_Spat_110.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_111,NV_Spat_111.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_112,NV_Spat_112.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_113,NV_Spat_113.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_114,NV_Spat_114.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_115,NV_Spat_115.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_116,NV_Spat_116.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_117,NV_Spat_117.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_118,NV_Spat_118.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_119,NV_Spat_119.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_120,NV_Spat_120.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_121,NV_Spat_121.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_122,NV_Spat_122.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_123,NV_Spat_123.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_124,NV_Spat_124.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_125,NV_Spat_125.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_126,NV_Spat_126.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_127,NV_Spat_127.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_128,NV_Spat_128.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_129,NV_Spat_129.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_130,NV_Spat_130.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_131,NV_Spat_131.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_132,NV_Spat_132.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_133,NV_Spat_133.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_134,NV_Spat_134.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_135,NV_Spat_135.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_136,NV_Spat_136.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_137,NV_Spat_137.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_138,NV_Spat_138.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_139,NV_Spat_139.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_140,NV_Spat_140.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_141,NV_Spat_141.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_142,NV_Spat_142.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_143,NV_Spat_143.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_144,NV_Spat_144.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_145,NV_Spat_145.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_146,NV_Spat_146.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_147,NV_Spat_147.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_148,NV_Spat_148.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_149,NV_Spat_149.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_150,NV_Spat_150.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_151,NV_Spat_151.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_152,NV_Spat_152.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_153,NV_Spat_153.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_154,NV_Spat_154.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_155,NV_Spat_155.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_156,NV_Spat_156.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_157,NV_Spat_157.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_158,NV_Spat_158.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_159,NV_Spat_159.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_160,NV_Spat_160.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_161,NV_Spat_161.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_162,NV_Spat_162.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_163,NV_Spat_163.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_164,NV_Spat_164.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_165,NV_Spat_165.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_166,NV_Spat_166.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_167,NV_Spat_167.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_168,NV_Spat_168.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_169,NV_Spat_169.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_170,NV_Spat_170.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_171,NV_Spat_171.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_172,NV_Spat_172.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_173,NV_Spat_173.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_174,NV_Spat_174.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_175,NV_Spat_175.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_176,NV_Spat_176.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_177,NV_Spat_177.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_178,NV_Spat_178.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_179,NV_Spat_179.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_180,NV_Spat_180.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_181,NV_Spat_181.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_182,NV_Spat_182.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_183,NV_Spat_183.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_184,NV_Spat_184.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_185,NV_Spat_185.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_186,NV_Spat_186.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_187,NV_Spat_187.png,B,The Dot is Anti-Clockwise from the Line.,5
NV_S_188,NV_Spat_188.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_189,NV_Spat_189.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_190,NV_Spat_190.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_191,NV_Spat_191.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_192,NV_Spat_192.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_193,NV_Spat_193.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_194,NV_Spat_194.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_195,NV_Spat_195.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_196,NV_Spat_196.png,A,The Dot is Anti-Clockwise from the Line.,5
NV_S_197,NV_Spat_197.png,E,The Dot is Anti-Clockwise from the Line.,5
NV_S_198,NV_Spat_198.png,D,The Dot is Anti-Clockwise from the Line.,5
NV_S_199,NV_Spat_199.png,C,The Dot is Anti-Clockwise from the Line.,5
NV_S_200,NV_Spat_200.png,B,The Dot is Anti-Clockwise from the Line.,5